ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,14:00,14:15,.335,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,14:15,14:30,.962,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,14:30,14:45,.974,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,14:45,15:00,.36,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,15:00,15:15,1.051,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,15:15,15:30,1.016,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,15:30,15:45,1.016,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,15:45,16:00,.978,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,16:00,16:15,.952,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,16:15,16:30,.952,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,16:30,16:45,.999,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,16:45,17:00,1.005,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,17:00,17:15,1.011,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,17:15,17:30,.918,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,17:30,17:45,.713,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,17:45,18:00,.956,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,18:00,18:15,.954,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,18:15,18:30,.499,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,18:30,18:45,.623,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,18:45,19:00,.653,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,19:00,19:15,.85,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,19:15,19:30,.77,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,19:30,19:45,.809,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,19:45,20:00,.994,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,20:00,20:15,.588,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,20:15,20:30,.801,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,20:30,20:45,.353,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,20:45,21:00,.55,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,21:00,21:15,.604,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,21:15,21:30,.184,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,21:30,21:45,.831,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,21:45,22:00,.247,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,22:00,22:15,.897,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,22:15,22:30,.872,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,22:30,22:45,.105,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,22:45,23:00,.859,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,23:00,23:15,.063,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,23:15,23:30,.078,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,23:30,23:45,.056,A,Consumption
'1008901023808934750100,08/09/2021,08/09/2021 12:35:20,23:45,00:00,.067,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,00:00,00:15,.479,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,00:15,00:30,.059,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,00:30,00:45,.409,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,00:45,01:00,.05,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,01:00,01:15,.067,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,01:15,01:30,.496,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,01:30,01:45,.063,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,01:45,02:00,.05,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,02:00,02:15,.437,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,02:15,02:30,.209,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,02:30,02:45,.053,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,02:45,03:00,.06,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,03:00,03:15,.056,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,03:15,03:30,.412,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,03:30,03:45,.239,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,03:45,04:00,.128,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,04:00,04:15,.061,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,04:15,04:30,.075,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,04:30,04:45,.072,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,04:45,05:00,.072,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,05:00,05:15,.528,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,05:15,05:30,.056,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,05:30,05:45,.052,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,05:45,06:00,.056,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,06:00,06:15,.173,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,06:15,06:30,.426,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,06:30,06:45,.051,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,06:45,07:00,.061,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,07:00,07:15,.05,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,07:15,07:30,.062,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,07:30,07:45,.057,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,07:45,08:00,.055,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,08:00,08:15,.062,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,08:15,08:30,.074,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,08:30,08:45,.173,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,08:45,09:00,.051,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,09:00,09:15,.048,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,09:15,09:30,.058,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,09:30,09:45,.057,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,09:45,10:00,.052,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,10:00,10:15,.125,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,10:15,10:30,.484,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,10:30,10:45,.422,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,10:45,11:00,.309,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,11:00,11:15,.061,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,11:15,11:30,.578,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,11:30,11:45,.868,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,11:45,12:00,.466,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,12:00,12:15,.53,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,12:15,12:30,.727,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,12:30,12:45,.523,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,12:45,13:00,.656,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,13:00,13:15,.101,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,13:15,13:30,.208,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,13:30,13:45,.808,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,13:45,14:00,.44,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,14:00,14:15,.699,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,14:15,14:30,.35,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,14:30,14:45,.955,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,14:45,15:00,.444,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,15:00,15:15,.957,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,15:15,15:30,.957,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,15:30,15:45,.959,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,15:45,16:00,.956,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,16:00,16:15,.849,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,16:15,16:30,.639,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,16:30,16:45,.894,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,16:45,17:00,.524,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,17:00,17:15,.832,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,17:15,17:30,.483,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,17:30,17:45,.529,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,17:45,18:00,.626,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,18:00,18:15,.663,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,18:15,18:30,.34,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,18:30,18:45,.741,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,18:45,19:00,.576,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,19:00,19:15,.654,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,19:15,19:30,.93,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,19:30,19:45,.643,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,19:45,20:00,.505,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,20:00,20:15,.481,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,20:15,20:30,.77,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,20:30,20:45,.53,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,20:45,21:00,.295,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,21:00,21:15,.545,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,21:15,21:30,.404,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,21:30,21:45,.179,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,21:45,22:00,.442,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,22:00,22:15,.483,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,22:15,22:30,.048,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,22:30,22:45,.462,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,22:45,23:00,.053,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,23:00,23:15,.23,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,23:15,23:30,.455,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,23:30,23:45,.045,A,Consumption
'1008901023808934750100,08/10/2021,08/10/2021 11:15:07,23:45,00:00,.193,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,00:00,00:15,.439,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,00:15,00:30,.035,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,00:30,00:45,.051,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,00:45,01:00,.534,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,01:00,01:15,.046,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,01:15,01:30,.043,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,01:30,01:45,.034,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,01:45,02:00,.513,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,02:00,02:15,.082,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,02:15,02:30,.043,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,02:30,02:45,.092,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,02:45,03:00,.381,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,03:00,03:15,.04,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,03:15,03:30,.033,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,03:30,03:45,.1,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,03:45,04:00,.453,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,04:00,04:15,.041,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,04:15,04:30,.039,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,04:30,04:45,.034,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,04:45,05:00,.044,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,05:00,05:15,.029,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,05:15,05:30,.045,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,05:30,05:45,.037,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,05:45,06:00,.037,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,06:00,06:15,.582,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,06:15,06:30,.03,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,06:30,06:45,.047,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,06:45,07:00,.036,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,07:00,07:15,.04,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,07:15,07:30,.041,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,07:30,07:45,.035,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,07:45,08:00,.047,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,08:00,08:15,.157,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,08:15,08:30,.099,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,08:30,08:45,.061,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,08:45,09:00,.137,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,09:00,09:15,.049,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,09:15,09:30,.146,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,09:30,09:45,.657,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,09:45,10:00,.042,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,10:00,10:15,.058,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,10:15,10:30,.059,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,10:30,10:45,.045,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,10:45,11:00,.06,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,11:00,11:15,.053,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,11:15,11:30,.451,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,11:30,11:45,.795,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,11:45,12:00,.61,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,12:00,12:15,.633,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,12:15,12:30,.667,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,12:30,12:45,.323,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,12:45,13:00,.509,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,13:00,13:15,.06,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,13:15,13:30,.666,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,13:30,13:45,.485,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,13:45,14:00,.416,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,14:00,14:15,.945,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,14:15,14:30,.303,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,14:30,14:45,.695,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,14:45,15:00,.978,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,15:00,15:15,.652,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,15:15,15:30,.944,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,15:30,15:45,.907,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,15:45,16:00,.88,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,16:00,16:15,.422,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,16:15,16:30,.534,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,16:30,16:45,.614,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,16:45,17:00,.591,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,17:00,17:15,.396,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,17:15,17:30,.675,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,17:30,17:45,.418,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,17:45,18:00,.47,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,18:00,18:15,.582,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,18:15,18:30,.342,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,18:30,18:45,.425,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,18:45,19:00,.708,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,19:00,19:15,.051,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,19:15,19:30,.768,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,19:30,19:45,.13,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,19:45,20:00,.476,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,20:00,20:15,.462,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,20:15,20:30,.201,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,20:30,20:45,.522,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,20:45,21:00,.305,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,21:00,21:15,.266,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,21:15,21:30,.454,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,21:30,21:45,.194,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,21:45,22:00,.491,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,22:00,22:15,.186,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,22:15,22:30,.344,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,22:30,22:45,.416,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,22:45,23:00,.253,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,23:00,23:15,.053,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,23:15,23:30,.539,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,23:30,23:45,.048,A,Consumption
'1008901023808934750100,08/11/2021,08/11/2021 11:10:28,23:45,00:00,.463,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,00:00,00:15,.039,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,00:15,00:30,.047,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,00:30,00:45,.07,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,00:45,01:00,.494,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,01:00,01:15,.034,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,01:15,01:30,.039,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,01:30,01:45,.044,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,01:45,02:00,.029,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,02:00,02:15,.241,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,02:15,02:30,.375,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,02:30,02:45,.041,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,02:45,03:00,.038,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,03:00,03:15,.034,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,03:15,03:30,.043,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,03:30,03:45,.029,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,03:45,04:00,.045,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,04:00,04:15,.035,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,04:15,04:30,.038,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,04:30,04:45,.046,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,04:45,05:00,.047,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,05:00,05:15,.047,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,05:15,05:30,.047,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,05:30,05:45,.043,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,05:45,06:00,.028,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,06:00,06:15,.411,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,06:15,06:30,.266,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,06:30,06:45,.037,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,06:45,07:00,.037,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,07:00,07:15,.039,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,07:15,07:30,.045,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,07:30,07:45,.031,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,07:45,08:00,.046,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,08:00,08:15,.055,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,08:15,08:30,.194,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,08:30,08:45,.059,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,08:45,09:00,.046,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,09:00,09:15,.14,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,09:15,09:30,.049,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,09:30,09:45,.053,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,09:45,10:00,.057,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,10:00,10:15,.042,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,10:15,10:30,.057,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,10:30,10:45,.049,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,10:45,11:00,.05,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,11:00,11:15,.348,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,11:15,11:30,.648,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,11:30,11:45,.063,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,11:45,12:00,.676,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,12:00,12:15,.463,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,12:15,12:30,.13,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,12:30,12:45,.945,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,12:45,13:00,.098,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,13:00,13:15,.789,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,13:15,13:30,.967,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,13:30,13:45,.067,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,13:45,14:00,.961,A,Consumption
'1008901023808934750100,08/12/2021,08/12/2021 08:50:18,14:00,14:15,.799,A,Consumption
